,company,description,location,post_date,salary,title,temp,city,temp1,state
769,Savvysherpa,"Research Scientists participate in every stage of the research process, from data conditioning to gathering new data to building data products....","Minneapolis, MN",10 days ago,,Research Scientist,"[u'Minneapolis', u' MN']",Minneapolis,[u' MN'],MN
770,S&P GLOBAL MARKET INTELLIGENCE,"S&P Global Market Intelligence is the ultimate resource for complete data, news and research on financial institutions....","Monterey, CA 93942",16 days ago,,"Research Analyst, Financial Technology","[u'Monterey', u' CA 93942']",Monterey,[u' CA 93942'],CA
771,Xaxis,"Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...","New York, NY",8 days ago,,"Analyst, Automated Trading","[u'New York', u' NY']",New York,[u' NY'],NY
772,Deloitte,"Experienceworking as a Data Scientist. Knowledgeof data, master data and metadata related standards, processes and technology....","Denver, CO 80203 (Capitol Hill area)",12 days ago,,Big Data Senior Consultant,"[u'Denver', u' CO 80203 (Capitol Hill area)']",Denver,[u' CO 80203 (Capitol Hill area)'],CO
773,Avalance,"You will architect front-end components that make data useful, accessible and meaningful by working collaboratively with our team of data scientists, security...",Remote,8 days ago,,Data Visualization Engineer,[u'Remote'],Remote,[],
774,University of California Berkeley,"Experienced in working with a small to med size data warehouse. The University of California, Berkeley, is one of the world’s most iconic teaching and research...","Berkeley, CA",30+ days ago,,"Associate Director of Data Analysis, Haas School of Business...","[u'Berkeley', u' CA']",Berkeley,[u' CA'],CA
775,Tier1 IT,Work with Data Scientists to process video data in ways that are meaningful for our publishers. Backend Data Engineer....,"New York, NY",30 days ago,,Backend Data Engineer,"[u'New York', u' NY']",New York,[u' NY'],NY
776,InterContinental Hotels Group,"Knowledge in Data Discovery, Data Analysis, and Providing Data Insights (Data. Overall strategy Data and Integration needs behind PBS, CRS, RMS, Data....","Atlanta, GA",9 days ago,,Data Integration Strategy Manager,"[u'Atlanta', u' GA']",Atlanta,[u' GA'],GA
777,MY-TAKE,Mining and evaluation of data to deliver client friendly actionable insights. General Position Summary*....,"Westborough, MA",8 days ago,,Marketing Research Analyst,"[u'Westborough', u' MA']",Westborough,[u' MA'],MA
778,PAREXEL International,"Import/export programming specification development, test data creation and test data entry, import/export programming functional testing, as well as mapping...",United States,28 days ago,,Principal Statistical Programmer (Home Based),[u'United States'],United States,[],
779,UTC Aerospace Systems,Monitor and report data trends to ensure appropriate actioning of Master data migration. Maintain internal master data tracking database....,"Phoenix, AZ",12 hours ago,,Master Materials Data Analysis,"[u'Phoenix', u' AZ']",Phoenix,[u' AZ'],AZ
780,Agreeya Solutions,"Senior Data Scientist*. Data science working experience in Spark/MLlib specifically an added plus. Menlo Park, CA*....","Menlo Park, CA",30+ days ago,,Direct Hire: Senior Data Scientist,"[u'Menlo Park', u' CA']",Menlo Park,[u' CA'],CA
781,"Sotera Defense Solutions, Inc.","The Research Scientist will:. Our 1,200 employees are focused on delivering essential counterterrorism, cyber operations, intelligence, data analytics, C4ISR...","Washington, DC",1 day ago,,Research Scientist – Material Growth and Wafer Bonding,"[u'Washington', u' DC']",Washington,[u' DC'],DC
782,Mount Sinai Health System,"Assists in the collection, analysis and review of experimental data for publication and presentation....","New York, NY 10019 (Midtown area)",14 days ago,,ASSOCIATE RESEARCHER II,"[u'New York', u' NY 10019 (Midtown area)']",New York,[u' NY 10019 (Midtown area)'],NY
783,Fitbit,"Experience validating sensor performance including human data collections when necessary. Programming, data analysis and scientific computation preferred...","San Francisco, CA 94105 (Financial District area)",30+ days ago,,"Research Scientist, Biosensors","[u'San Francisco', u' CA 94105 (Financial District area)']",San Francisco,[u' CA 94105 (Financial District area)'],CA
784,Q2 Lab Solutions - a Quintiles/Quest JV,"Principal Scientist - Job Number #16112285. Serve as liaison with the Alliance laboratories, CTL and other internal Quest Laboratories to obtain specific test...","Valencia, CA",30+ days ago,,Principal Scientist,"[u'Valencia', u' CA']",Valencia,[u' CA'],CA
785,"NextDeavor, Inc.","Director, Data Science. Write software to clean and investigate large, messy data sets of numerical and textual data....","Mountain View, CA 94041",21 days ago,"<nobr>$150,000 a year</nobr>","Director, Data Science","[u'Mountain View', u' CA 94041']",Mountain View,[u' CA 94041'],CA
786,DCS Corp,Perform human subject’s data collection. Develop protocol manuals and data collection instruments; This position will support and oversee research data...,"Los Angeles, CA",6 days ago,,Research Analyst,"[u'Los Angeles', u' CA']",Los Angeles,[u' CA'],CA
787,Independence Blue Cross,Familiarity with medical and pharmacy claim data. Independence Blue Cross is seeking a Research Scientist to work in the Advanced Analytics area with a team of...,"Philadelphia, PA",1 day ago,,Research Scientist,"[u'Philadelphia', u' PA']",Philadelphia,[u' PA'],PA
788,The Institute for the Interdisciplinary Study of D...,Experience with open data. O Identify and acquire additional data sets such as administrative records and 3rd party data....,"Brooklyn, NY",11 hours ago,,Measurement and Technology Officer,"[u'Brooklyn', u' NY']",Brooklyn,[u' NY'],NY
789,Gongos Research,"The primary role of a Research Scientist, Marketing Sciences, is to advance the company’s quantitative research competencies related to strategic project...","Auburn Hills, MI",18 days ago,,"Research Scientist, Marketing Sciences","[u'Auburn Hills', u' MI']",Auburn Hills,[u' MI'],MI
790,ATI,Identify and implement cost savings and process improvements through use of data analytics. Conduct testing and characterization in order to generate data...,"Monroe, NC 28110",1 day ago,,Process Scientist - Modeling,"[u'Monroe', u' NC 28110']",Monroe,[u' NC 28110'],NC
791,Noblis,"Experience managing mission data and/or system usage data. Senior Data Analyst. Define the data taxonomy for our system, and a metadata data dictionary for each...","Chantilly, VA",22 days ago,,Senior Data Analyst,"[u'Chantilly', u' VA']",Chantilly,[u' VA'],VA
792,Seed Company,"SENIOR NLP DATA RESEARCH SCIENTIST- Northville, MI. Design and drive the collection of new, big data and refinement of existing data sources, standards and best...","Northville, MI",17 days ago,,Senior NLP Data Research Scientist,"[u'Northville', u' MI']",Northville,[u' MI'],MI
793,Capgemini Government Solutions,"Ability to identify data requirements, pull data from enterprise systems or data warehouses, organize data for analysis, analyze data to draw findings, and...","Washington, DC",8 days ago,,Senior Data Scientist – Homeland Security,"[u'Washington', u' DC']",Washington,[u' DC'],DC
794,Strivector,Ability to mentor other data scientists and engineers. Shopping Experience Applied Research Team is looking for a strong applied researcher / data scientist....,"San Jose, CA",6 days ago,,Data Scientist,"[u'San Jose', u' CA']",San Jose,[u' CA'],CA
795,"Aviall, Inc.","Data Scientist will collaborate with Boeing. Complex, high-volume, high-dimensionality data from. Interest in data sciences, product quality, intellectual....","Irving, TX 75063",30+ days ago,,Sr. Data Scientist,"[u'Irving', u' TX 75063']",Irving,[u' TX 75063'],TX
796,American Bio-Clinical Laboratories,Clinical Laboratory Scientist:. Gathers P/M and QC data for supervisors to OK prior release of any patient's results....,"San Jose, CA",13 hours ago,,Clinical Laboratory Scientist,"[u'San Jose', u' CA']",San Jose,[u' CA'],CA
797,MD ANDERSON CANCER CENTER,"Manage project team activities and junior scientists. As part of the MD Anderson Cancer Center Moon Shot initiative, we have created an exceptional, integrated...","Houston, TX",2 days ago,,Institute Research Scientist - Target Biology,"[u'Houston', u' TX']",Houston,[u' TX'],TX
798,EBSCO Information Services,"Understand how data and data visualization provide business value, and help business users gain value from data. CALLING ALL DATA GEEKS!...","Ipswich, MA",30+ days ago,,"Quantitative Analyst, Lean Analytics Jedi","[u'Ipswich', u' MA']",Ipswich,[u' MA'],MA
799,MIT Lincoln Laboratory,"Cyber Data Analytics Engineer:. In each of the group's R&D areas, emphasis is placed on realistic data and rigorous experimental evaluation of techniques....","Lexington, MA",30+ days ago,,Cyber Data Analytics Engineer,"[u'Lexington', u' MA']",Lexington,[u' MA'],MA
800,Meetup,The chance to work with large amounts of data and make a real difference. Collaborate with product and design to leverage data and algorithms to help people...,"New York, NY 10012 (Little Italy area)",30+ days ago,,Sr. Machine Learning Engineer,"[u'New York', u' NY 10012 (Little Italy area)']",New York,[u' NY 10012 (Little Italy area)'],NY
801,Workbridge Associates,"Hadoop/Hive/Pig Big data Experience. A non-profit research and development organization in Des Plaines which develops, demonstrates, and licenses new energy...","Des Plaines, IL",19 days ago,"<nobr>$100,000 - $140,000 a year</nobr>","Senior Data Scientist (Python, R) in Des Plaines","[u'Des Plaines', u' IL']",Des Plaines,[u' IL'],IL
802,ATSG Corporation,"Junior Data Scientist. Database Development / Data Administration / Data Support / Data Security, IT:. The Data Scientist will develop machine learning, data...","Fairfax, VA",30+ days ago,,Junior Data Scientist,"[u'Fairfax', u' VA']",Fairfax,[u' VA'],VA
803,Department Of Health And Human Services,The management of work load and regulatory data in CDER. Gathering and analyzing data that enable management to make decisions about....,"Silver Spring, MD",5 days ago,"<nobr>$77,490 - $100,736 a year</nobr>","Operations Research Analyst, GS-1515-12-DE","[u'Silver Spring', u' MD']",Silver Spring,[u' MD'],MD
804,Hudson's Bay Company (HBC),Candidate will also help to integrate additional sources of customer data to create a full picture of the customer and the opportunity....,"New York, NY",12 days ago,,"Sr. Analyst, HBC Customer Research & Insights","[u'New York', u' NY']",New York,[u' NY'],NY
805,Medtronic,Present data and/or ideas to the team. The individual chosen for this position will support new sensor development by providing support in areas of in-vitro...,"Northridge, CA",5 days ago,,Assoc Scientist,"[u'Northridge', u' CA']",Northridge,[u' CA'],CA
806,Mondelez International,Provide Data Quality Monitoring & Analysis. 45% - Represent RDQ in broader Business Process Management community to drive data and process integration....,"East Hanover, NJ",30+ days ago,,"Sr. Associate Principal Scientist, Integrated Data Managemen...","[u'East Hanover', u' NJ']",East Hanover,[u' NJ'],NJ
807,IFF,"Analyze data, accurately document experiments, propose next steps 20%. This position is for an experienced scientist with developing technical knowledge,...","Union Beach, NJ",12 days ago,,Sr. Research Investigator,"[u'Union Beach', u' NJ']",Union Beach,[u' NJ'],NJ
808,GlaxoSmithKline,"Routine responsibilities include experimental design and opration, data analysis, troubleshooting, and maintaining detailed records for project reports....","King of Prussia, PA",6 days ago,,"Investigator, MCCD","[u'King of Prussia', u' PA']",King of Prussia,[u' PA'],PA
809,Virta Health,CLINICAL INFORMATICS SCIENTIST. Develop tools for data flows to automate currently manual data analysis and workflow tasks....,"San Francisco, CA",14 days ago,,Clinical Informatics Scientist,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA
