,company,description,post_date,title,city,state,range_low,range_high,salary_avg
832,BOEING,Skilled scientists and thinkers. Resolves source data gaps and inconsistencies with originator. Researches and evaluates technical source data and...,8,Technical Data Designer 2,Warner Robins,GA,,,
833,UT Southwestern Medical Center,"Reviews and analyzes resulting research data, revises techniques or approaches to work problems as indicated as necessary by research data....",12,Senior Research Scientist- Children's Research Institute,Dallas,TX,,,
834,Huawei,This is Deepika from VertiSystem Inc. Please find the job details below. For more details you can reach me @ 510-361-0675. DUTIES:  Code high-volume,8,"Software Engineer- Video(Machine Learning, Computer Vision)",Menlo Park,CA,,,
835,Mitre Corporation,"MITRE's highly skilled, multi-disciplined social and behavioral scientists play a vital role in helping transform government operations and services....",15,Senior Behavioral Scientist,McLean,VA,,,
836,Harrisburg Area Community College,"Positions in this class typically require: fingering, grasping, feeling, talking, hearing, seeing and repetitive motions. Sedentary Work: Exerting up to 10",15,"Data Warehouse Developer/Analyst, Institutional Research",Harrisburg,PA,65993.0,84141.0,75067.0
837,LexisNexis,"Monitor different news sources around the world for relevant data to include into the database, whether it is for source information or potential profile...",3,Research Analyst,Coconut Creek,FL,,,
838,Q2 Lab Solutions - a Quintiles/Quest JV,Performs data analysis and reporting of flow cytometry clinical samples across a variety of cytometry assays....,1,"Senior Scientist, Flow Cytometry",Valencia,CA,,,
839,"Pharmacyclics, LLC",Responsible for presenting data in group meeting. The scientist will take a lead role in designing experiments to further understand mechanism of action of...,17,Scientist I,Sunnyvale,CA,,,
840,University of Houston,About the Center for Advanced Computing and Data Systems:. The primary goals of the CACDS are to provide access to HPC and data storage resources along with...,30,Research Scientist - HPC Application Specialist,Houston,TX,,,
841,Averity,"Our team is in search of a statically and analytically driven Quant / Data Scientist with hands on programming experience, equities knowledge, as well as...",25,Quantitative Research Analyst at $10B+ Hedge Fund (CT),Norwalk,CT,,,
842,Montana State University,Analyzing and interpreting program data; Analyze GPAS data and develop a series of reports regarding student and program performance to support data- driven...,1,Data/Research Analyst,Bozeman,MT,,,
843,Hulu,"You will be working cross-functionally with data scientists, analysts, product managers and engineers. You will work on variety of domains such as big data,...",19,Software Developer - Data Science,Santa Monica,CA,,,
844,"Conexess Group, LLC",Lead Data Scientist (Fraud Predictive Analysis). The Fraud Data Analyst will also assist with retail point-of-sale data management....,30,Lead Data Scientist (Fraud Predictive Analysis),Ann Arbor,MI,,,
845,Jacobs,Engineering data on various media types containing data images. Multiple data formats. Data is complete and tracks data deficiencies to verify the completeness...,1,Data Analysis Technician,Huntsville,AL,,,
846,DreamWorks Animation,"This position will lead the creating, compiling and analyzing of internal, syndicated and custom data to provide actionable insights to the sales team....",21,ATV Sr. Analyst Digital Research & Analytics,New York,NY,,,
847,Kahuna,"Kahuna’s Lead Data Scientist / Software Engineer will lead a small team that will use time series data for customer events and attributes, analyzing that data...",7,Lead Data Scientist / Software Engineer,Redwood City,CA,,,
848,World Vision Inc.,Scrutinize large data sets for data integrity and effectively identify and treat outliers and data anomalies. Serve as a subject matter expert on web analytics...,30,Digital Data Scientist I,Federal Way,WA,,,
849,LAHEY CLINIC,"Ability to analyze large amounts of data and summarize in a user-friendly format C. Responsibilities Reporting to the Director, Prospect Management and Research...",2,Prospect Research Analyst,Burlington,MA,,,
850,Merck,"Responsible for development, execution, and documentation of process characterization studies of downstream processes using advanced skills in QbD, DOE, PAT,...",23,Associate Principal Scientist Job,West Point,PA,,,
851,Ipsos North America,"Find new spins on data visualization, attend and learn at the presentation stage. The ideal candidate is a business-minded individual who is interested in and...",4,Entry Level Research Analyst - Loyalty,Bloomfield Hills,MI,,,
852,Carolinas HealthCare System,"Conducts follow up contacts to collect data for assigned studies. Collects and enters demographic, inpatient, and follow-up data and questionnaires....",3,Research Analyst - Family Medicine,Charlotte,NC,,,
853,NBCUniversal,"Demonstrated ability to interpret & analyze data. NBCUniversal is one of the world’s leading media and entertainment companies in the development, production,...",1,Research and Programming Analyst - KXAS,Fort Worth,TX,,,
854,The Aerospace Corporation,"The Data Analysis Specialist will be responsible for conducting research, identifying unique trends and patterns in large data sets....",30,Data Analysis Specialist,El Segundo,CA,,,
855,Averity,Examine and analyze data to increase alpha and decrease risk. Industry leading multi-billion dollar quant fund looking for Analysts that can drive quantitative...,25,Quantitative Analyst for Global Quant Fund,New York,NY,150000.0,300000.0,225000.0
856,Uber,Uber Everything Data Scientists embed with Uber’s logistics delivery marketplace (for Everything!). Data Science - Uber EverythingAre you interested in working...,4,Data Scientist - Uber Everything,New York,NY,,,
857,Workbridge Associates,Hadoop/Hive/Pig/Spark/Scala Big data Experience. This candidate will be joining a brand new office as well as a small but growing team of Data Scientists....,22,"Senior Data Scientist (Python, R,) in the Loop",Madison,WI,115000.0,180000.0,147500.0
858,State Farm Mutual Automobile Insurance Company,"Manages division data files. Determines analytical requirements for data processing, including the selection of appropriate data, tabulations and statistical...",8,Research Analyst,Bloomington,IL,,,
859,Alion Science and Technology,"Graphical display/visualization of data and model output. Researching, evaluating, and summarizing data for use in human population and ecological exposure...",30,Statistician; Human and Ecological Exposure Models,Durham,NC,,,
860,Brilent,"Perform large-scale data analysis, find interesting patterns and translate them into product improvements. We are building the next-generation, big data talent...",30,Senior Data Scientist,San Mateo,CA,130000.0,,130000.0
861,Northrop Grumman,"Assist research teams in development of complex result based approaches to problems and situations for which data is incomplete, challenging, or for which no...",22,Intel (Data) Analyst 3/4 - EUCOM,Tampa,FL,,,
862,Johnson Matthey,Supervision and performance management of junior Scientists and/or Chemists may be required. Ability to lead projects and provide direction to various levels of...,7,Senior Scientist,Devens,MA,,,
863,University of Oklahoma,"Skills in analyzing data with Nvivo, SPSS, Access, HLM, MPlus. May conduct research, analyze data, disseminate and/or publish research....",9,ECEI Senior Research and Policy Associate,Tulsa,OK,80000.0,85000.0,82500.0
864,JPMorgan Chase,3+ years experience managing analysts and data scientist. “tell a story” with data. Familiarity with new big data technologies....,17,Journey Analytics Manager,Wilmington,DE,,,
865,"Discovery Communications, Inc.",Create and maintain tools to track and trend L3 data and other new data sources. Provide support to the Animal Planet Research team by compiling and analyzing...,15,Sr. Research Analyst,New York,NY,,,
866,ABBOTT LABORATORIES,"Meets with CRA, R&D, Instrumentation scientists, department data collection programmers, and data entry to find the best way of capturing the data....",10,Statistician,Lake Forest,IL,,,
867,PepsiCo,Interpret complex data and relate research impact to the business. Ability to communicate data and insights to cross functional partners....,30,R&D Sr Scientist - Sensory,Plano,TX,,,
868,Progressive Leasing,Team management – Lead and mentor a team of data scientists to generate ideas and deliver results. Applicants must also be highly skilled in data science...,3,Director of Data Science,Draper,UT,,,
869,Quantitative Radiology Solutions,"Test existing algorithms on radiation therapy data sets, analyze results against reference data sets, and characterize disease anomalies that affect current...",15,Image Analysis Scientist,Philadelphia,PA,,,
