,company,description,location,post_date,salary,title,temp,city,temp1,state,yearly_salary,monthly_salary,range_low,range_high,salary_avg
7107,Lockheed Martin,And collects and prepares data for evaluation. The candidate will work closely with research scientists and engineers in a chemistry lab environment.Performs a...,"Cambridge, MA",30,None,"Technician Laboratory / Cambridge , MA","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7108,Broad Institute,"Familiarity with single cell data analysis is preferred. Familiarity with next-generation sequence data analysis tools, ideally for Illumina;...","Boston, MA",30,None,"Computational Biologist, Stanley Center","[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7109,The MathWorks,Experience with data wrangling and data analytics workflows. Do you love data? Do you want to help create world class data wrangling and data cleaning workflows...,"Natick, MA",30,None,Data Wrangling/Cleaning - MATLAB Software Engineer,"[u'Natick', u' MA']",Natick,[u' MA'],MA,,,,,
7110,Genocea,"Participate in critical interpretation of experimental data. Ability to analyze data, draw conclusions, communicate results and compile technical reports....","Cambridge, MA",21,None,Formulation Development Scientist,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7111,"BSC Group, Inc.","Must have a minimum of 2 years’ experience using total station & electronic data collector. Join our dynamic group of Professional Surveyors, Landscape...","Boston, MA",30,None,Survey Technician,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7112,Eisai,"We are seeking a Senior Scientist, Pathology for the Drug Safety Group within our Biopharmaceutical Assessments Business Unit....","Andover, MA",26,None,"Senior Scientist, Pathology","[u'Andover', u' MA']",Andover,[u' MA'],MA,,,,,
7113,"Streffco Consultants, Inc.","Experience in immunostaining techniques and confocal microscopy, image acquisition and analysis (including video data) is desirable....","Cambridge, MA 02142 (East Cambridge area)",2,None,8073 Associate Scientist I,"[u'Cambridge', u' MA 02142 (East Cambridge area)']",Cambridge,[u' MA 02142 (East Cambridge area)'],MA,,,,,
7114,Philips,Clinical Natural Language Processing (NLP) Research Scientist. Expertise in social media data analysis (a strong plus)....,"Cambridge, MA",11,None,Clinical Natural Language Processing (NLP) Research Scientis...,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7115,Amgen,"Experience with scientific data acquisition systems like SDMS, Empower, PerkinElmer ELN. Responsible for deploying laboratory systems, maintaining regulatory...","Cambridge, MA 02142 (East Cambridge area)",8,None,Sr Associate IS Analyst,"[u'Cambridge', u' MA 02142 (East Cambridge area)']",Cambridge,[u' MA 02142 (East Cambridge area)'],MA,,,,,
7116,Vertex Pharmaceuticals,"Statistical data analysis including the justification for sampling plans, Monte Carlo simulations, etc. Experience with statistics, chemometrics, programming...","Boston, MA 02110 (Central area)",30,None,Scientist I/II -- Chemometrics - Analytical Development,"[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7117,Amazon Corporate LLC,"We have scientists building production models released to Echo customers, who had no prior speech experience, but very strong in ML, statistics, coding (and...","Cambridge, MA",11,None,Sr. NLU Scientst,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7118,Altisource,"Data Scientist and Model Builder. Experience with data extraction tools (SQL, or others). Extensive hands on experience working with models and large data sets....","Boston, MA",30,None,Data Scientist,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7119,"Compass Medical, P.C.",There is a strong emphasis on the analysis of data within this role - someone who is a data scientist - possessing both the analysis and technical skills....,"East Bridgewater, MA",30,None,Healthcare Reporting Analyst,"[u'East Bridgewater', u' MA']",East Bridgewater,[u' MA'],MA,,,,,
7120,"Lantheus Medical Imaging, Inc.","Ability to analyze complex data and develop recommendations and solutions. Utilizes spreadsheets, databases and other computer programs to effectively document...","North Billerica, MA 01862",27,None,"Senior Scientist, Radiochemical Development","[u'North Billerica', u' MA 01862']",North Billerica,[u' MA 01862'],MA,,,,,
7121,U.S. Federal Government,Support the End-to-End Scientist in the Chandra X-ray Center Data System Division. The employee reports to the Chandra X-ray Center Data System (CXCDS) End-to...,"Cambridge, MA",30,"<nobr>$92,448 - $142,021 a year</nobr>",Astrophysicist,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,"<nobr>$92,448 - $142,021 a year</nobr>",,92448.0,142021.0,117234.5
7122,"Foundation Medicine, Inc.","Author detailed, accurate, and accessible records of experimental data, present results at group meetings, to external collaborators, and preparation of reports...","Cambridge, MA",30,None,Scientist - Biomarker and Companion Diagnostic Development,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7123,EMD,"The successful candidate may supervise and develop junior level scientist. In addition, the candidate will develop new protocol for and analyze the data from...","Billerica, MA",26,None,Scientist I - Cellular Immunology,"[u'Billerica', u' MA']",Billerica,[u' MA'],MA,,,,,
7124,"Ironwood Pharmaceuticals, Inc.","We are seeking a talented, highly motivated, and experienced pharmacologist to lead a team of more than twenty dedicated scientists in the Pharmacology group....","Cambridge, MA 02142 (East Cambridge area)",30,None,"Senior Director, Pharmacology","[u'Cambridge', u' MA 02142 (East Cambridge area)']",Cambridge,[u' MA 02142 (East Cambridge area)'],MA,,,,,
7125,Patheon,"As a Principal or Senior Scientist, you will be expected to:. Present and discuss the data and project progress at those meetings....","Boston, MA 02108 (Back Bay-Beacon Hill area)",30,None,Principal / Senior Upstream Scientist - PNJ2015-013 - BOS,"[u'Boston', u' MA 02108 (Back Bay-Beacon Hill area)']",Boston,[u' MA 02108 (Back Bay-Beacon Hill area)'],MA,,,,,
7126,Merck KGaA,"Also, the candidate should be proficient in data collection/documentation in an electronic notebook format. PURPOSE OF THE ROLE....","Billerica, MA",30,None,Associate Scientist,"[u'Billerica', u' MA']",Billerica,[u' MA'],MA,,,,,
7127,"Celldex Therapeutics, Inc.","Associate Scientist (Needham, MA). The Associate Scientist will be part of a team developing purification processes for recombinant antibodies and recombinant...","Needham, MA",30,None,Associate Scientist,"[u'Needham', u' MA']",Needham,[u' MA'],MA,,,,,
7128,TalentWRx,"Strong technical writing and presentation skills, prepare data for presentation and present data in lab meetings and to internal collaborators....","Boston, MA",23,None,R&D Nucleotide Scientist,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7129,A123 Systems,"Additional responsibilities include data collection, test procedure modification, data analysis and presentation, updating SOPs, and maintaining shared...","Waltham, MA 02451",30,None,Battery Materials Scientist (Electrolyte & Polymer coating d...,"[u'Waltham', u' MA 02451']",Waltham,[u' MA 02451'],MA,,,,,
7130,Boston University,Performs regulatory analysis and administrative review IRB submissions by BU/BUMC investigators to ensure compliance with Federal research regulations and,"Boston, MA",30,None,"IRB ANALYST,MED School of Medicine, Clinical Research","[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7131,Conagen Inc,"We are seeking a Scientist or Senior Scientist to join our Strain Development team. Ability to define problems, collect data, establish facts and draw valid...","Bedford, MA",11,None,Senior Scientist - Metabolic engineering,"[u'Bedford', u' MA']",Bedford,[u' MA'],MA,,,,,
7132,Dana-Farber Cancer Institute,"Located in Boston and the surrounding communities, Dana-Farber Cancer Institute brings together world renowned clinicians, innovative researchers and","Brookline, MA",3,None,Clinical Research Financial Analyst,"[u'Brookline', u' MA']",Brookline,[u' MA'],MA,,,,,
7133,Danaher,"Field Applications Scientist - Cellular Imaging (Boston, MA). Help customers in justifying equipment purchase by offering assistance in assay development, data...","Boston, MA",30,None,"Field Applications Scientist - Cellular Imaging (Boston, MA)","[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7134,PerkinElmer,"Experience delivering data analytics solutions to. Strong knowledge of databases, data architecture and. Solutions to scientists in the drug discovery, life....","Waltham, MA 02451",30,None,"Senior Consultant - Services, Technical","[u'Waltham', u' MA 02451']",Waltham,[u' MA 02451'],MA,,,,,
7135,Genocea,Serve as key biostatistician on preclinical study design and data analysis to identify novel protein candidates for vaccines....,"Cambridge, MA",30,None,Preclinical Biostatistician,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7136,Perkin Elmer,"Strong knowledge of databases, data architecture and system design preferred. Experience delivering data analytics solutions to customers in the life science...","Waltham, MA 02451",30,None,"Senior Consultant - Services, Technical","[u'Waltham', u' MA 02451']",Waltham,[u' MA 02451'],MA,,,,,
7137,Transwestern,"Experience in big data management. Research, analyze, and present sales and rent comparable data. Responsible for providing market analysis, economic research,...","Boston, MA",30,None,Research Analyst,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7138,Harvard University,"Support data visualization, statistical analysis, and program evaluation. Help assemble, clean, and manage data sets derived from multiple sources....","Cambridge, MA",30,None,Research Scientist (Term appointment),"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7139,"Aileron Therapeutics, Inc.","Present and report data in approved external meetings and publications. The ability to motivate a multi-disciplinary team of scientists, evidenced by...","Cambridge, MA 02139 (Area IV area)",30,None,Director of Translational Biology,"[u'Cambridge', u' MA 02139 (Area IV area)']",Cambridge,[u' MA 02139 (Area IV area)'],MA,,,,,
7140,Wayfair,"Data Scientist, Algorithms. Data prowess and coding skills relevant to data science / analytics:. As the largest and fastest growing e-commerce technology...","Boston, MA",30,None,"Data Scientist, Analytics","[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7141,Eisai,Rapid prototyping on data sets and analysis of data sets. Using both existing and novel techniques to extract useful information from chemical and biological...,"Andover, MA",30,None,"Senior Principal Scientist, Computational Chemistry","[u'Andover', u' MA']",Andover,[u' MA'],MA,,,,,
7142,H3 Biomedicine,"Proven ability to work independently and design experiments, trouble shoot, interpret and report data back to teams....","Cambridge, MA 02139 (Area IV area)",30,None,Sr. Research Associate – Target Discovery / Immuno-oncology,"[u'Cambridge', u' MA 02139 (Area IV area)']",Cambridge,[u' MA 02139 (Area IV area)'],MA,,,,,
7143,Veritas Genetics,"Veritas is seeking an energetic, motivated, and detail-oriented scientist to join our industry-leading team....","Danvers, MA",30,None,Genome Knowledge Base Project Manager,"[u'Danvers', u' MA']",Danvers,[u' MA'],MA,,,,,
7144,Atlantic Associates,Work with engineers and data scientists to develop innovative solutions to abstract and integrate data from diverse sources....,"Cambridge, MA",30,None,Health Care Data Analyst,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7145,Celect,"Experience working with data analytics and in software development a plus. Founded by MIT professors and based on award winning science on choice modeling,...","Boston, MA 02111 (Central area)",20,None,Customer Success Manager,"[u'Boston', u' MA 02111 (Central area)']",Boston,[u' MA 02111 (Central area)'],MA,,,,,
7146,Aequor Technologies Inc,"Other experiences of interest include familiarization with cGMPs, working knowledge of various data systems including Waters Empower ....","Andover, MA 01810",30,None,Scientist Analytical,"[u'Andover', u' MA 01810']",Andover,[u' MA 01810'],MA,,,,,
7147,Boston Children's Hospital and Harvard Medical Sch...,The successful candidate should have ample experience in performing fMRI experiments and analyzing functional as well morphological data....,"Waltham, MA 02453",30,None,Psychologist/Imager: Research Fellow,"[u'Waltham', u' MA 02453']",Waltham,[u' MA 02453'],MA,,,,,
7148,Celgene,This includes defining appropriate studies/endpoints and designing studies in DMPK for the relevant therapeutic areas and being responsible for the quality and...,"Cambridge, MA",26,None,"Associate Director, DMPK","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7149,Cimpress,Extensive experience in data related area and good knowledge about data:. Organization and enabling the data architecture that has linkage from top KPIs to...,"Waltham, MA",30,None,Supply Chain Data Engineer,"[u'Waltham', u' MA']",Waltham,[u' MA'],MA,,,,,
7150,Vertex Pharmaceuticals,Proven ability to interface with Research organizations and scientists. Comfortable interfacing across all levels of an organization from bench scientists to Sr...,"Boston, MA 02110 (Central area)",30,None,"Senior Manager, Contracts Management and Technology Transfer","[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
